Index,S_ID,S_Abbrev,Structure_Method,R_ID,R_Abbrev,Reasoning_Method,P_ID,P_Abbrev,Presentation_Method,Problem_Types,Output_Types,Avg_Complexity,Avg_Domain_Specificity
3737,24,S24,Leverage Points,21,R21,Analogical Reasoning,14,P14,FAQ,complex,conceptual,1.67,0.27
3738,24,S24,Leverage Points,21,R21,Analogical Reasoning,25,P25,Mind Map,complex,conceptual,1.67,0.27
3739,24,S24,Leverage Points,21,R21,Analogical Reasoning,28,P28,Slide Deck,complex,conceptual,1.67,0.27
3740,24,S24,Leverage Points,21,R21,Analogical Reasoning,36,P36,Metaphorical Explanation,complex,conceptual,2.00,0.30
3741,24,S24,Leverage Points,24,R24,Scenario Planning,5,P5,Checklist,complex,sequential,1.67,0.33
3742,24,S24,Leverage Points,24,R24,Scenario Planning,6,P6,Memo,complex,narrative,1.67,0.30
3743,24,S24,Leverage Points,24,R24,Scenario Planning,8,P8,Technical Report,complex,sequential,2.00,0.30
3744,24,S24,Leverage Points,24,R24,Scenario Planning,9,P9,Policy Brief,complex,narrative,2.00,0.37
3745,24,S24,Leverage Points,24,R24,Scenario Planning,12,P12,Case Study,complex,narrative,2.00,0.33
3746,24,S24,Leverage Points,24,R24,Scenario Planning,13,P13,Tutorial,complex,sequential,1.67,0.33
3747,24,S24,Leverage Points,24,R24,Scenario Planning,15,P15,Dialogue,complex,narrative,2.00,0.33
3748,24,S24,Leverage Points,24,R24,Scenario Planning,19,P19,Flowchart,complex,sequential,1.67,0.30
3749,24,S24,Leverage Points,24,R24,Scenario Planning,20,P20,Gantt Chart,complex,sequential,1.67,0.37
3750,24,S24,Leverage Points,24,R24,Scenario Planning,22,P22,Infographic,complex,narrative,1.67,0.33
3751,24,S24,Leverage Points,24,R24,Scenario Planning,26,P26,Timeline,complex,sequential,1.67,0.30
3752,24,S24,Leverage Points,24,R24,Scenario Planning,28,P28,Slide Deck,complex,narrative,1.67,0.30
3753,24,S24,Leverage Points,24,R24,Scenario Planning,30,P30,Video,complex,narrative,2.00,0.33
3754,24,S24,Leverage Points,24,R24,Scenario Planning,32,P32,Annotated Code,complex,sequential,2.00,0.43
3755,24,S24,Leverage Points,24,R24,Scenario Planning,33,P33,Narrative Synthesis,complex,narrative,2.00,0.30
3756,24,S24,Leverage Points,24,R24,Scenario Planning,34,P34,Scenario Narrative,complex,narrative,2.00,0.33
3757,24,S24,Leverage Points,24,R24,Scenario Planning,35,P35,Dialogue Format,complex,narrative,2.00,0.33
3758,24,S24,Leverage Points,24,R24,Scenario Planning,36,P36,Metaphorical Explanation,complex,narrative,2.00,0.33
3759,24,S24,Leverage Points,25,R25,Counterfactual Analysis,6,P6,Memo,complex,narrative,1.67,0.30
3760,24,S24,Leverage Points,25,R25,Counterfactual Analysis,9,P9,Policy Brief,complex,narrative,2.00,0.37
3761,24,S24,Leverage Points,25,R25,Counterfactual Analysis,12,P12,Case Study,complex,narrative,2.00,0.33
3762,24,S24,Leverage Points,25,R25,Counterfactual Analysis,15,P15,Dialogue,complex,narrative,2.00,0.33
3763,24,S24,Leverage Points,25,R25,Counterfactual Analysis,22,P22,Infographic,complex,narrative,1.67,0.33
3764,24,S24,Leverage Points,25,R25,Counterfactual Analysis,28,P28,Slide Deck,complex,narrative,1.67,0.30
3765,24,S24,Leverage Points,25,R25,Counterfactual Analysis,30,P30,Video,complex,narrative,2.00,0.33
3766,24,S24,Leverage Points,25,R25,Counterfactual Analysis,33,P33,Narrative Synthesis,complex,narrative,2.00,0.30
3767,24,S24,Leverage Points,25,R25,Counterfactual Analysis,34,P34,Scenario Narrative,complex,narrative,2.00,0.33
3768,24,S24,Leverage Points,25,R25,Counterfactual Analysis,35,P35,Dialogue Format,complex,narrative,2.00,0.33
3769,24,S24,Leverage Points,25,R25,Counterfactual Analysis,36,P36,Metaphorical Explanation,complex,narrative,2.00,0.33
3770,24,S24,Leverage Points,26,R26,Pre-mortem Analysis,6,P6,Memo,complex,qualitative,1.67,0.27
3771,24,S24,Leverage Points,26,R26,Pre-mortem Analysis,8,P8,Technical Report,complex,qualitative,2.00,0.27
3772,24,S24,Leverage Points,26,R26,Pre-mortem Analysis,10,P10,White Paper,complex,qualitative,2.00,0.30
3773,24,S24,Leverage Points,26,R26,Pre-mortem Analysis,11,P11,Academic Paper,complex,qualitative,2.33,0.30
3774,24,S24,Leverage Points,26,R26,Pre-mortem Analysis,12,P12,Case Study,complex,qualitative,2.00,0.30
3775,24,S24,Leverage Points,26,R26,Pre-mortem Analysis,15,P15,Dialogue,complex,qualitative,2.00,0.30
3776,24,S24,Leverage Points,26,R26,Pre-mortem Analysis,33,P33,Narrative Synthesis,complex,qualitative,2.00,0.27
3777,24,S24,Leverage Points,26,R26,Pre-mortem Analysis,35,P35,Dialogue Format,complex,qualitative,2.00,0.30
3778,24,S24,Leverage Points,28,R28,Red Team/Blue Team,7,P7,Executive Summary,complex,comparative,1.67,0.33
3779,24,S24,Leverage Points,28,R28,Red Team/Blue Team,9,P9,Policy Brief,complex,comparative,2.00,0.40
3780,24,S24,Leverage Points,28,R28,Red Team/Blue Team,16,P16,Comparative Table,complex,comparative,1.67,0.33
3781,24,S24,Leverage Points,28,R28,Red Team/Blue Team,17,P17,Decision Matrix,complex,comparative,1.67,0.37
3782,24,S24,Leverage Points,31,R31,Critical Thinking,6,P6,Memo,complex,qualitative,1.67,0.27
3783,24,S24,Leverage Points,31,R31,Critical Thinking,8,P8,Technical Report,complex,qualitative,2.00,0.27
3784,24,S24,Leverage Points,31,R31,Critical Thinking,10,P10,White Paper,complex,qualitative,2.00,0.30
3785,24,S24,Leverage Points,31,R31,Critical Thinking,11,P11,Academic Paper,complex,qualitative,2.33,0.30
3786,24,S24,Leverage Points,31,R31,Critical Thinking,12,P12,Case Study,complex,qualitative,2.00,0.30
3787,24,S24,Leverage Points,31,R31,Critical Thinking,15,P15,Dialogue,complex,qualitative,2.00,0.30
3788,24,S24,Leverage Points,31,R31,Critical Thinking,33,P33,Narrative Synthesis,complex,qualitative,2.00,0.27
3789,24,S24,Leverage Points,31,R31,Critical Thinking,35,P35,Dialogue Format,complex,qualitative,2.00,0.30
3790,24,S24,Leverage Points,36,R36,Delphi Method,6,P6,Memo,complex,qualitative,1.67,0.33
3791,24,S24,Leverage Points,36,R36,Delphi Method,8,P8,Technical Report,complex,qualitative,2.00,0.33
3792,24,S24,Leverage Points,36,R36,Delphi Method,10,P10,White Paper,complex,qualitative,2.00,0.37
3793,24,S24,Leverage Points,36,R36,Delphi Method,11,P11,Academic Paper,complex,qualitative,2.33,0.37
3794,24,S24,Leverage Points,36,R36,Delphi Method,12,P12,Case Study,complex,qualitative,2.00,0.37
3795,24,S24,Leverage Points,36,R36,Delphi Method,15,P15,Dialogue,complex,qualitative,2.00,0.37
3796,24,S24,Leverage Points,36,R36,Delphi Method,33,P33,Narrative Synthesis,complex,qualitative,2.00,0.33
3797,24,S24,Leverage Points,36,R36,Delphi Method,35,P35,Dialogue Format,complex,qualitative,2.00,0.37
3798,24,S24,Leverage Points,38,R38,Six Thinking Hats,6,P6,Memo,complex,qualitative,1.33,0.30
3799,24,S24,Leverage Points,38,R38,Six Thinking Hats,8,P8,Technical Report,complex,qualitative,1.67,0.30
3800,24,S24,Leverage Points,38,R38,Six Thinking Hats,10,P10,White Paper,complex,qualitative,1.67,0.33
3801,24,S24,Leverage Points,38,R38,Six Thinking Hats,11,P11,Academic Paper,complex,qualitative,2.00,0.33
3802,24,S24,Leverage Points,38,R38,Six Thinking Hats,12,P12,Case Study,complex,qualitative,1.67,0.33
3803,24,S24,Leverage Points,38,R38,Six Thinking Hats,15,P15,Dialogue,complex,qualitative,1.67,0.33
3804,24,S24,Leverage Points,38,R38,Six Thinking Hats,33,P33,Narrative Synthesis,complex,qualitative,1.67,0.30
3805,24,S24,Leverage Points,38,R38,Six Thinking Hats,35,P35,Dialogue Format,complex,qualitative,1.67,0.33
3806,25,S25,Problem Framing Canvas,1,R1,Deductive Reasoning,1,P1,Cornell Notes,complicated,conceptual,1.00,0.27
3807,25,S25,Problem Framing Canvas,1,R1,Deductive Reasoning,2,P2,SQ3R,complicated,conceptual,1.00,0.30
3808,25,S25,Problem Framing Canvas,1,R1,Deductive Reasoning,3,P3,CODE (Second Brain),complicated,conceptual,1.33,0.27
3809,25,S25,Problem Framing Canvas,1,R1,Deductive Reasoning,4,P4,Progressive Summarization,complicated,conceptual,1.33,0.27
3810,25,S25,Problem Framing Canvas,1,R1,Deductive Reasoning,6,P6,Memo,complicated,conceptual,1.00,0.20
3811,25,S25,Problem Framing Canvas,1,R1,Deductive Reasoning,7,P7,Executive Summary,complicated,conceptual,1.00,0.20
3812,25,S25,Problem Framing Canvas,1,R1,Deductive Reasoning,10,P10,White Paper,complicated,conceptual,1.33,0.23
3813,25,S25,Problem Framing Canvas,1,R1,Deductive Reasoning,14,P14,FAQ,complicated,conceptual,1.00,0.20
3814,25,S25,Problem Framing Canvas,1,R1,Deductive Reasoning,25,P25,Mind Map,complicated,conceptual,1.00,0.20
3815,25,S25,Problem Framing Canvas,1,R1,Deductive Reasoning,28,P28,Slide Deck,complicated,conceptual,1.00,0.20
3816,25,S25,Problem Framing Canvas,1,R1,Deductive Reasoning,36,P36,Metaphorical Explanation,complicated,conceptual,1.33,0.23
3817,25,S25,Problem Framing Canvas,2,R2,Inductive Reasoning,6,P6,Memo,complicated,qualitative,1.33,0.20
3818,25,S25,Problem Framing Canvas,2,R2,Inductive Reasoning,8,P8,Technical Report,complicated,qualitative,1.67,0.20
3819,25,S25,Problem Framing Canvas,2,R2,Inductive Reasoning,10,P10,White Paper,complicated,qualitative,1.67,0.23
3820,25,S25,Problem Framing Canvas,2,R2,Inductive Reasoning,11,P11,Academic Paper,complicated,qualitative,2.00,0.23
3821,25,S25,Problem Framing Canvas,2,R2,Inductive Reasoning,12,P12,Case Study,complicated,qualitative,1.67,0.23
3822,25,S25,Problem Framing Canvas,2,R2,Inductive Reasoning,15,P15,Dialogue,complicated,qualitative,1.67,0.23
3823,25,S25,Problem Framing Canvas,2,R2,Inductive Reasoning,33,P33,Narrative Synthesis,complicated,qualitative,1.67,0.20
3824,25,S25,Problem Framing Canvas,2,R2,Inductive Reasoning,35,P35,Dialogue Format,complicated,qualitative,1.67,0.23
3825,25,S25,Problem Framing Canvas,3,R3,Abductive Reasoning,1,P1,Cornell Notes,complex; complicated,conceptual,1.33,0.30
3826,25,S25,Problem Framing Canvas,3,R3,Abductive Reasoning,2,P2,SQ3R,complex; complicated,conceptual,1.33,0.33
3827,25,S25,Problem Framing Canvas,3,R3,Abductive Reasoning,3,P3,CODE (Second Brain),complex; complicated,conceptual,1.67,0.30
3828,25,S25,Problem Framing Canvas,3,R3,Abductive Reasoning,4,P4,Progressive Summarization,complex; complicated,conceptual,1.67,0.30
3829,25,S25,Problem Framing Canvas,3,R3,Abductive Reasoning,6,P6,Memo,complex; complicated,conceptual,1.33,0.23
3830,25,S25,Problem Framing Canvas,3,R3,Abductive Reasoning,7,P7,Executive Summary,complex; complicated,conceptual,1.33,0.23
3831,25,S25,Problem Framing Canvas,3,R3,Abductive Reasoning,10,P10,White Paper,complex; complicated,conceptual,1.67,0.27
3832,25,S25,Problem Framing Canvas,3,R3,Abductive Reasoning,14,P14,FAQ,complex; complicated,conceptual,1.33,0.23
3833,25,S25,Problem Framing Canvas,3,R3,Abductive Reasoning,25,P25,Mind Map,complex; complicated,conceptual,1.33,0.23
3834,25,S25,Problem Framing Canvas,3,R3,Abductive Reasoning,28,P28,Slide Deck,complex; complicated,conceptual,1.33,0.23
3835,25,S25,Problem Framing Canvas,3,R3,Abductive Reasoning,36,P36,Metaphorical Explanation,complex; complicated,conceptual,1.67,0.27
3836,25,S25,Problem Framing Canvas,4,R4,Root Cause Analysis,1,P1,Cornell Notes,complicated,conceptual,1.33,0.30
3837,25,S25,Problem Framing Canvas,4,R4,Root Cause Analysis,2,P2,SQ3R,complicated,conceptual,1.33,0.33
3838,25,S25,Problem Framing Canvas,4,R4,Root Cause Analysis,3,P3,CODE (Second Brain),complicated,conceptual,1.67,0.30
3839,25,S25,Problem Framing Canvas,4,R4,Root Cause Analysis,4,P4,Progressive Summarization,complicated,conceptual,1.67,0.30
3840,25,S25,Problem Framing Canvas,4,R4,Root Cause Analysis,6,P6,Memo,complicated,conceptual,1.33,0.23
3841,25,S25,Problem Framing Canvas,4,R4,Root Cause Analysis,7,P7,Executive Summary,complicated,conceptual,1.33,0.23
3842,25,S25,Problem Framing Canvas,4,R4,Root Cause Analysis,10,P10,White Paper,complicated,conceptual,1.67,0.27
3843,25,S25,Problem Framing Canvas,4,R4,Root Cause Analysis,14,P14,FAQ,complicated,conceptual,1.33,0.23
3844,25,S25,Problem Framing Canvas,4,R4,Root Cause Analysis,25,P25,Mind Map,complicated,conceptual,1.33,0.23
3845,25,S25,Problem Framing Canvas,4,R4,Root Cause Analysis,28,P28,Slide Deck,complicated,conceptual,1.33,0.23
3846,25,S25,Problem Framing Canvas,4,R4,Root Cause Analysis,36,P36,Metaphorical Explanation,complicated,conceptual,1.67,0.27
3847,25,S25,Problem Framing Canvas,5,R5,A3 Problem Solving,18,P18,Causal Diagram,complicated,visual,1.67,0.33
3848,25,S25,Problem Framing Canvas,5,R5,A3 Problem Solving,19,P19,Flowchart,complicated,visual,1.33,0.30
3849,25,S25,Problem Framing Canvas,5,R5,A3 Problem Solving,20,P20,Gantt Chart,complicated,visual,1.33,0.37
3850,25,S25,Problem Framing Canvas,5,R5,A3 Problem Solving,21,P21,Dashboard,complicated,visual,1.67,0.33
3851,25,S25,Problem Framing Canvas,5,R5,A3 Problem Solving,22,P22,Infographic,complicated,visual,1.33,0.33
3852,25,S25,Problem Framing Canvas,5,R5,A3 Problem Solving,23,P23,Systems Diagram,complicated,visual,1.67,0.37
3853,25,S25,Problem Framing Canvas,5,R5,A3 Problem Solving,24,P24,Network Graph,complicated,visual,1.67,0.37
3854,25,S25,Problem Framing Canvas,5,R5,A3 Problem Solving,25,P25,Mind Map,complicated,visual,1.33,0.30
3855,25,S25,Problem Framing Canvas,5,R5,A3 Problem Solving,26,P26,Timeline,complicated,visual,1.33,0.30
3856,25,S25,Problem Framing Canvas,5,R5,A3 Problem Solving,27,P27,Fishbone Diagram,complicated,visual,1.33,0.37
3857,25,S25,Problem Framing Canvas,5,R5,A3 Problem Solving,28,P28,Slide Deck,complicated,visual,1.33,0.30
3858,25,S25,Problem Framing Canvas,5,R5,A3 Problem Solving,29,P29,Interactive Visualization,complicated,visual,2.00,0.37
3859,25,S25,Problem Framing Canvas,5,R5,A3 Problem Solving,30,P30,Video,complicated,visual,1.67,0.33
3860,25,S25,Problem Framing Canvas,5,R5,A3 Problem Solving,31,P31,Simulation,complicated,visual,2.00,0.40
3861,25,S25,Problem Framing Canvas,6,R6,8D Problem Solving,5,P5,Checklist,complicated,sequential,1.33,0.37
3862,25,S25,Problem Framing Canvas,6,R6,8D Problem Solving,8,P8,Technical Report,complicated,sequential,1.67,0.33
3863,25,S25,Problem Framing Canvas,6,R6,8D Problem Solving,13,P13,Tutorial,complicated,sequential,1.33,0.37
3864,25,S25,Problem Framing Canvas,6,R6,8D Problem Solving,19,P19,Flowchart,complicated,sequential,1.33,0.33
3865,25,S25,Problem Framing Canvas,6,R6,8D Problem Solving,20,P20,Gantt Chart,complicated,sequential,1.33,0.40
3866,25,S25,Problem Framing Canvas,6,R6,8D Problem Solving,26,P26,Timeline,complicated,sequential,1.33,0.33
3867,25,S25,Problem Framing Canvas,6,R6,8D Problem Solving,32,P32,Annotated Code,complicated,sequential,1.67,0.47
3868,25,S25,Problem Framing Canvas,7,R7,TRIZ,1,P1,Cornell Notes,complicated,conceptual,1.67,0.37
3869,25,S25,Problem Framing Canvas,7,R7,TRIZ,2,P2,SQ3R,complicated,conceptual,1.67,0.40
3870,25,S25,Problem Framing Canvas,7,R7,TRIZ,3,P3,CODE (Second Brain),complicated,conceptual,2.00,0.37
3871,25,S25,Problem Framing Canvas,7,R7,TRIZ,4,P4,Progressive Summarization,complicated,conceptual,2.00,0.37
3872,25,S25,Problem Framing Canvas,7,R7,TRIZ,6,P6,Memo,complicated,conceptual,1.67,0.30
3873,25,S25,Problem Framing Canvas,7,R7,TRIZ,7,P7,Executive Summary,complicated,conceptual,1.67,0.30
3874,25,S25,Problem Framing Canvas,7,R7,TRIZ,10,P10,White Paper,complicated,conceptual,2.00,0.33
3875,25,S25,Problem Framing Canvas,7,R7,TRIZ,14,P14,FAQ,complicated,conceptual,1.67,0.30
3876,25,S25,Problem Framing Canvas,7,R7,TRIZ,25,P25,Mind Map,complicated,conceptual,1.67,0.30
3877,25,S25,Problem Framing Canvas,7,R7,TRIZ,28,P28,Slide Deck,complicated,conceptual,1.67,0.30
3878,25,S25,Problem Framing Canvas,7,R7,TRIZ,36,P36,Metaphorical Explanation,complicated,conceptual,2.00,0.33
3879,25,S25,Problem Framing Canvas,8,R8,Design Thinking,5,P5,Checklist,complex,sequential,1.33,0.27
3880,25,S25,Problem Framing Canvas,8,R8,Design Thinking,6,P6,Memo,complex,qualitative,1.33,0.23
3881,25,S25,Problem Framing Canvas,8,R8,Design Thinking,8,P8,Technical Report,complex,qualitative; sequential,1.67,0.23
3882,25,S25,Problem Framing Canvas,8,R8,Design Thinking,10,P10,White Paper,complex,qualitative,1.67,0.27
3883,25,S25,Problem Framing Canvas,8,R8,Design Thinking,11,P11,Academic Paper,complex,qualitative,2.00,0.27
3884,25,S25,Problem Framing Canvas,8,R8,Design Thinking,12,P12,Case Study,complex,qualitative,1.67,0.27
3885,25,S25,Problem Framing Canvas,8,R8,Design Thinking,13,P13,Tutorial,complex,sequential,1.33,0.27
3886,25,S25,Problem Framing Canvas,8,R8,Design Thinking,15,P15,Dialogue,complex,qualitative,1.67,0.27
3887,25,S25,Problem Framing Canvas,8,R8,Design Thinking,19,P19,Flowchart,complex,sequential,1.33,0.23
3888,25,S25,Problem Framing Canvas,8,R8,Design Thinking,20,P20,Gantt Chart,complex,sequential,1.33,0.30
3889,25,S25,Problem Framing Canvas,8,R8,Design Thinking,26,P26,Timeline,complex,sequential,1.33,0.23
3890,25,S25,Problem Framing Canvas,8,R8,Design Thinking,32,P32,Annotated Code,complex,sequential,1.67,0.37
3891,25,S25,Problem Framing Canvas,8,R8,Design Thinking,33,P33,Narrative Synthesis,complex,qualitative,1.67,0.23
3892,25,S25,Problem Framing Canvas,8,R8,Design Thinking,35,P35,Dialogue Format,complex,qualitative,1.67,0.27
3893,25,S25,Problem Framing Canvas,9,R9,OODA Loop,5,P5,Checklist,complex; complicated,sequential,1.33,0.30
3894,25,S25,Problem Framing Canvas,9,R9,OODA Loop,8,P8,Technical Report,complex; complicated,sequential,1.67,0.27
3895,25,S25,Problem Framing Canvas,9,R9,OODA Loop,13,P13,Tutorial,complex; complicated,sequential,1.33,0.30
3896,25,S25,Problem Framing Canvas,9,R9,OODA Loop,19,P19,Flowchart,complex; complicated,sequential,1.33,0.27
3897,25,S25,Problem Framing Canvas,9,R9,OODA Loop,20,P20,Gantt Chart,complex; complicated,sequential,1.33,0.33
3898,25,S25,Problem Framing Canvas,9,R9,OODA Loop,26,P26,Timeline,complex; complicated,sequential,1.33,0.27
3899,25,S25,Problem Framing Canvas,9,R9,OODA Loop,32,P32,Annotated Code,complex; complicated,sequential,1.67,0.40
3900,25,S25,Problem Framing Canvas,10,R10,PDCA,5,P5,Checklist,complicated,sequential,1.00,0.27
3901,25,S25,Problem Framing Canvas,10,R10,PDCA,8,P8,Technical Report,complicated,sequential,1.33,0.23
3902,25,S25,Problem Framing Canvas,10,R10,PDCA,13,P13,Tutorial,complicated,sequential,1.00,0.27
3903,25,S25,Problem Framing Canvas,10,R10,PDCA,19,P19,Flowchart,complicated,sequential,1.00,0.23
3904,25,S25,Problem Framing Canvas,10,R10,PDCA,20,P20,Gantt Chart,complicated,sequential,1.00,0.30
3905,25,S25,Problem Framing Canvas,10,R10,PDCA,26,P26,Timeline,complicated,sequential,1.00,0.23
3906,25,S25,Problem Framing Canvas,10,R10,PDCA,32,P32,Annotated Code,complicated,sequential,1.33,0.37
3907,25,S25,Problem Framing Canvas,11,R11,GROW Model,5,P5,Checklist,complicated,sequential,1.00,0.33
3908,25,S25,Problem Framing Canvas,11,R11,GROW Model,8,P8,Technical Report,complicated,sequential,1.33,0.30
3909,25,S25,Problem Framing Canvas,11,R11,GROW Model,13,P13,Tutorial,complicated,sequential,1.00,0.33
3910,25,S25,Problem Framing Canvas,11,R11,GROW Model,19,P19,Flowchart,complicated,sequential,1.00,0.30
3911,25,S25,Problem Framing Canvas,11,R11,GROW Model,20,P20,Gantt Chart,complicated,sequential,1.00,0.37
3912,25,S25,Problem Framing Canvas,11,R11,GROW Model,26,P26,Timeline,complicated,sequential,1.00,0.30
3913,25,S25,Problem Framing Canvas,11,R11,GROW Model,32,P32,Annotated Code,complicated,sequential,1.33,0.43
3914,25,S25,Problem Framing Canvas,12,R12,Scientific Method,5,P5,Checklist,complex; complicated,sequential,1.33,0.23
3915,25,S25,Problem Framing Canvas,12,R12,Scientific Method,8,P8,Technical Report,complex; complicated,sequential,1.67,0.20
3916,25,S25,Problem Framing Canvas,12,R12,Scientific Method,13,P13,Tutorial,complex; complicated,sequential,1.33,0.23
3917,25,S25,Problem Framing Canvas,12,R12,Scientific Method,19,P19,Flowchart,complex; complicated,sequential,1.33,0.20
3918,25,S25,Problem Framing Canvas,12,R12,Scientific Method,20,P20,Gantt Chart,complex; complicated,sequential,1.33,0.27
3919,25,S25,Problem Framing Canvas,12,R12,Scientific Method,26,P26,Timeline,complex; complicated,sequential,1.33,0.20
3920,25,S25,Problem Framing Canvas,12,R12,Scientific Method,32,P32,Annotated Code,complex; complicated,sequential,1.67,0.33
3921,25,S25,Problem Framing Canvas,13,R13,MCDA,7,P7,Executive Summary,complicated,comparative,1.33,0.23
3922,25,S25,Problem Framing Canvas,13,R13,MCDA,8,P8,Technical Report,complicated,quantitative,1.67,0.23
3923,25,S25,Problem Framing Canvas,13,R13,MCDA,9,P9,Policy Brief,complicated,comparative,1.67,0.30
3924,25,S25,Problem Framing Canvas,13,R13,MCDA,11,P11,Academic Paper,complicated,quantitative,2.00,0.27
3925,25,S25,Problem Framing Canvas,13,R13,MCDA,16,P16,Comparative Table,complicated,comparative,1.33,0.23
3926,25,S25,Problem Framing Canvas,13,R13,MCDA,17,P17,Decision Matrix,complicated,comparative; quantitative,1.33,0.27
3927,25,S25,Problem Framing Canvas,13,R13,MCDA,21,P21,Dashboard,complicated,quantitative,1.67,0.27
3928,25,S25,Problem Framing Canvas,13,R13,MCDA,29,P29,Interactive Visualization,complicated,quantitative,2.00,0.30
3929,25,S25,Problem Framing Canvas,13,R13,MCDA,31,P31,Simulation,complicated,quantitative,2.00,0.33
3930,25,S25,Problem Framing Canvas,15,R15,Naturalistic Decision-Making,6,P6,Memo,complex,qualitative,1.33,0.27
3931,25,S25,Problem Framing Canvas,15,R15,Naturalistic Decision-Making,8,P8,Technical Report,complex,qualitative,1.67,0.27
3932,25,S25,Problem Framing Canvas,15,R15,Naturalistic Decision-Making,10,P10,White Paper,complex,qualitative,1.67,0.30
3933,25,S25,Problem Framing Canvas,15,R15,Naturalistic Decision-Making,11,P11,Academic Paper,complex,qualitative,2.00,0.30
3934,25,S25,Problem Framing Canvas,15,R15,Naturalistic Decision-Making,12,P12,Case Study,complex,qualitative,1.67,0.30
3935,25,S25,Problem Framing Canvas,15,R15,Naturalistic Decision-Making,15,P15,Dialogue,complex,qualitative,1.67,0.30
3936,25,S25,Problem Framing Canvas,15,R15,Naturalistic Decision-Making,33,P33,Narrative Synthesis,complex,qualitative,1.67,0.27
3937,25,S25,Problem Framing Canvas,15,R15,Naturalistic Decision-Making,35,P35,Dialogue Format,complex,qualitative,1.67,0.30
3938,25,S25,Problem Framing Canvas,16,R16,Intuitive Decision-Making,6,P6,Memo,complex,qualitative,1.00,0.23
3939,25,S25,Problem Framing Canvas,16,R16,Intuitive Decision-Making,8,P8,Technical Report,complex,qualitative,1.33,0.23
3940,25,S25,Problem Framing Canvas,16,R16,Intuitive Decision-Making,10,P10,White Paper,complex,qualitative,1.33,0.27
3941,25,S25,Problem Framing Canvas,16,R16,Intuitive Decision-Making,11,P11,Academic Paper,complex,qualitative,1.67,0.27
3942,25,S25,Problem Framing Canvas,16,R16,Intuitive Decision-Making,12,P12,Case Study,complex,qualitative,1.33,0.27
3943,25,S25,Problem Framing Canvas,16,R16,Intuitive Decision-Making,15,P15,Dialogue,complex,qualitative,1.33,0.27
3944,25,S25,Problem Framing Canvas,16,R16,Intuitive Decision-Making,33,P33,Narrative Synthesis,complex,qualitative,1.33,0.23
3945,25,S25,Problem Framing Canvas,16,R16,Intuitive Decision-Making,35,P35,Dialogue Format,complex,qualitative,1.33,0.27
3946,25,S25,Problem Framing Canvas,18,R18,Hypothesis Testing,8,P8,Technical Report,complicated,quantitative,1.67,0.23
3947,25,S25,Problem Framing Canvas,18,R18,Hypothesis Testing,11,P11,Academic Paper,complicated,quantitative,2.00,0.27
3948,25,S25,Problem Framing Canvas,18,R18,Hypothesis Testing,17,P17,Decision Matrix,complicated,quantitative,1.33,0.27
3949,25,S25,Problem Framing Canvas,18,R18,Hypothesis Testing,21,P21,Dashboard,complicated,quantitative,1.67,0.27
3950,25,S25,Problem Framing Canvas,18,R18,Hypothesis Testing,29,P29,Interactive Visualization,complicated,quantitative,2.00,0.30
3951,25,S25,Problem Framing Canvas,18,R18,Hypothesis Testing,31,P31,Simulation,complicated,quantitative,2.00,0.33
3952,25,S25,Problem Framing Canvas,20,R20,Sensitivity Analysis,8,P8,Technical Report,complex; complicated,quantitative,1.67,0.23
3953,25,S25,Problem Framing Canvas,20,R20,Sensitivity Analysis,11,P11,Academic Paper,complex; complicated,quantitative,2.00,0.27
3954,25,S25,Problem Framing Canvas,20,R20,Sensitivity Analysis,17,P17,Decision Matrix,complex; complicated,quantitative,1.33,0.27
3955,25,S25,Problem Framing Canvas,20,R20,Sensitivity Analysis,21,P21,Dashboard,complex; complicated,quantitative,1.67,0.27
3956,25,S25,Problem Framing Canvas,20,R20,Sensitivity Analysis,29,P29,Interactive Visualization,complex; complicated,quantitative,2.00,0.30
3957,25,S25,Problem Framing Canvas,20,R20,Sensitivity Analysis,31,P31,Simulation,complex; complicated,quantitative,2.00,0.33
3958,25,S25,Problem Framing Canvas,21,R21,Analogical Reasoning,1,P1,Cornell Notes,complex; complicated,conceptual,1.33,0.27
3959,25,S25,Problem Framing Canvas,21,R21,Analogical Reasoning,2,P2,SQ3R,complex; complicated,conceptual,1.33,0.30
3960,25,S25,Problem Framing Canvas,21,R21,Analogical Reasoning,3,P3,CODE (Second Brain),complex; complicated,conceptual,1.67,0.27
3961,25,S25,Problem Framing Canvas,21,R21,Analogical Reasoning,4,P4,Progressive Summarization,complex; complicated,conceptual,1.67,0.27
3962,25,S25,Problem Framing Canvas,21,R21,Analogical Reasoning,6,P6,Memo,complex; complicated,conceptual,1.33,0.20
3963,25,S25,Problem Framing Canvas,21,R21,Analogical Reasoning,7,P7,Executive Summary,complex; complicated,conceptual,1.33,0.20
3964,25,S25,Problem Framing Canvas,21,R21,Analogical Reasoning,10,P10,White Paper,complex; complicated,conceptual,1.67,0.23
3965,25,S25,Problem Framing Canvas,21,R21,Analogical Reasoning,14,P14,FAQ,complex; complicated,conceptual,1.33,0.20
3966,25,S25,Problem Framing Canvas,21,R21,Analogical Reasoning,25,P25,Mind Map,complex; complicated,conceptual,1.33,0.20
3967,25,S25,Problem Framing Canvas,21,R21,Analogical Reasoning,28,P28,Slide Deck,complex; complicated,conceptual,1.33,0.20
